,G_47_474,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of information and communications equipment in specialized stores,,Group,VL,N/A,M,N/A,M,N/A,N/A,VL,N/A,VL,L,M,ND
,G_47_473,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of automotive fuel in specialized stores,,Group,VL,N/A,M,N/A,M,N/A,N/A,M,N/A,L,L,M,ND
,G_47_472,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles","Retail sale of food, beverages and tobacco in specialized stores",,Group,VL,N/A,M,N/A,M,N/A,N/A,VL,N/A,VL,L,M,ND
,G_47_476,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of cultural and recreation goods in specialized stores,,Group,VL,N/A,M,N/A,M,N/A,N/A,VL,N/A,VL,L,M,ND
,G_47_475,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of other household equipment in specialized stores,,Group,VL,N/A,M,N/A,M,N/A,N/A,VL,N/A,VL,L,M,ND
,G_47_478,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale via stalls and markets,,Group,VL,N/A,M,N/A,M,N/A,N/A,VL,N/A,VL,L,M,ND
,G_45_451,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,Sale of motor vehicles,,Group,L,N/A,M,N/A,L,N/A,N/A,L,N/A,VL,L,M,ND
,G_45_454,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Group,L,N/A,M,N/A,L,N/A,N/A,L,N/A,VL,L,M,ND
,G_46_466,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Other specialized wholesale,,Group,L,N/A,M,N/A,L,N/A,N/A,L,N/A,VL,L,M,ND
,H_51_511,Transportation and storage,Air transport,Passenger air transport,,Group,VH,L,H,L,M,N/A,N/A,L,N/A,VL,M,M,VH
,H_52_522_5223,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to air transportation,Class,VL,VL,M,VL,L,N/A,N/A,L,N/A,L,L,L,N/A
,H_52_522_5224,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Cargo handling,Class,VL,VL,M,VL,L,N/A,N/A,L,VL,L,L,L,H
,H_53_532,Transportation and storage,Postal and courier activities,Courier activities,,Group,M,ND,L,ND,VL,N/A,N/A,L,L,VL,VL,VL,VH
,H_51_512,Transportation and storage,Air transport,Freight air transport,,Group,VH,L,H,L,M,N/A,N/A,L,L,VL,M,M,VH
,H_49_492,Transportation and storage,Land transport and transport via pipelines,Other land transport,,Group,M,N/A,M,N/A,L,N/A,N/A,L,M,VL,M,L,L
,H_52_522_5229,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Other transportation support activities,Class,N/A  ,ND,M,ND,L,N/A,N/A,N/A,VL,L,L,L,ND
,H_53_531,Transportation and storage,Postal and courier activities,Postal activities,,Group,M,ND,L,ND,VL,N/A,N/A,L,N/A,VL,VL,VL,M
,H_52_522_5221,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to land transportation,Class,VL,ND,M,ND,L,N/A,N/A,L,N/A,L,L,L,N/A
,H_52_521,Transportation and storage,Warehousing and support activities for transportation,Warehousing and storage,,Group,VL,N/A,M,N/A,L,N/A,N/A,VL,N/A,L,L,L,VL
,H_52_522_5222,Transportation and storage,Warehousing and support activities for transportation,Support activities for transportation,Service activities incidental to water transportation,Class,VL,VL,M,M,L,N/A,N/A,L,M,L,L,L,N/A
,H_50_502,Transportation and storage,Water transport,Inland water transport,,Group,M,M,H,N/A,VH,N/A,N/A,L,M,M,N/A,L,M
,H_50_501,Transportation and storage,Water transport,Sea and coastal water transport,,Group,VH,ND,H,M,H,N/A,N/A,L,L,M,N/A,L,VH
,H_49_493,Transportation and storage,Land transport and transport via pipelines,Transport via pipeline,,Group,VL,VL,H,M,M,N/A,ND,M,VL,M,M,M,ND
,H_49_491,Transportation and storage,Land transport and transport via pipelines,Transport via railways,,Group,M,N/A,M,N/A,M,N/A,N/A,L,L,L,M,M,VH
,I_55_559,Accommodation and food service activities,Accommodation,Other accommodation,,Group,L,N/A,L,N/A,N/A,N/A,N/A,L,L,M,L,L,M
,I_55_551,Accommodation and food service activities,Accommodation,Short term accommodation activities,,Group,L,L,L,N/A,N/A,N/A,N/A,L,L,M,L,L,M
,I_55_552,Accommodation and food service activities,Accommodation,"Camping grounds, recreational vehicle parks and trailer parks",,Group,L,L,L,N/A,L,N/A,N/A,L,ND,M,L,L,M
,I_56_563,Accommodation and food service activities,Food and beverage service activities,Beverage serving activities,,Group,L,L,L,N/A,L,N/A,N/A,L,L,M,L,L,N/A
,I_56_562,Accommodation and food service activities,Food and beverage service activities,Event catering and other food service activities,,Group,L,L,L,N/A,L,N/A,N/A,L,L,M,L,L,N/A
,I_56_561,Accommodation and food service activities,Food and beverage service activities,Restaurants and mobile food service activities,,Group,L,L,L,N/A,L,N/A,N/A,L,L,M,L,L,N/A
,J_61_613,Information and communication,Telecommunications,Satellite telecommunications activities,,Group,M,L,L,N/A,VL,N/A,N/A,ND,N/A,VL,VL,VL,N/A
,J_60_602,Information and communication,Programming and broadcasting activities,Television programming and broadcasting activities,,Group,VL,VL,VL,N/A,VL,N/A,N/A,VL,N/A,L,M,L,N/A
,J_58_581,Information and communication,Publishing activities,"Publishing of books, periodicals and other publishing activities",,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,L,L,L,N/A
,J_62_620,Information and communication,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",,Group,M,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,M,L,N/A
,J_63_631,Information and communication,Information service activities,"Data processing, hosting and related activities; web portals",,Group,M,N/A,L,VL,VL,N/A,N/A,ND,N/A,VL,M,L,N/A
,J_59_591,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities","Motion picture, video and television programme activities",,Group,VL,VL,VL,VL,VL,N/A,N/A,VL,N/A,L,M,L,N/A
,J_63_639,Information and communication,Information service activities,Other information service activities,,Group,L,N/A,VL,N/A,VL,N/A,N/A,ND,N/A,L,M,L,N/A
,J_60_601,Information and communication,Programming and broadcasting activities,Radio broadcasting,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,ND,N/A,L,M,L,N/A
,J_58_582,Information and communication,Publishing activities,Software publishing,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,M,L,N/A
,J_59_592,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities",Sound recording and music publishing activities,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,L,L,L,N/A
,J_61_619,Information and communication,Telecommunications,Other telecommunications activities,,Group,L,N/A,L,M,VL,N/A,N/A,L,N/A,VL,VL,VL,N/A
,J_61_611,Information and communication,Telecommunications,Wired telecommunications activities,,Group,L,L,L,M,VL,N/A,N/A,L,N/A,VL,VL,VL,N/A
,J_61_612,Information and communication,Telecommunications,Wireless telecommunications activities,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,VL,VL,N/A
,K_64_642,Financial and insurance activities,"Financial service activities, except insurance and pension funding",Activities of holding companies,,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,M,L,N/A
,K_66_662,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,Activities auxiliary to insurance and pension funding,,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_66_661,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,"Activities auxiliary to financial service activities, except insurance and pension funding",,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_64_641,Financial and insurance activities,"Financial service activities, except insurance and pension funding",Monetary intermediation,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_64_649,Financial and insurance activities,"Financial service activities, except insurance and pension funding","Other financial service activities, except insurance and pension funding activities",,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_66_663,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,Fund management activities,,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_65_651,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Insurance,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_65_653,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Pension funding,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_65_652,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Reinsurance,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,K_64_643,Financial and insurance activities,"Financial service activities, except insurance and pension funding","Trusts, funds and similar financial entities",,Group,L,N/A,L,N/A,VL,N/A,N/A,L,N/A,VL,L,VL,N/A
,L_68_682,Real estate activities,Real estate activities,Real estate activities on a fee or contract basis,,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,L,L,N/A
,L_68_681,Real estate activities,Real estate activities,Real estate activities with own or leased property,,Group,L,N/A,VL,N/A,VL,N/A,N/A,L,N/A,VL,L,L,N/A
,M_71_711,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_69_692,"Professional, scientific and technical activities",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_70_701,"Professional, scientific and technical activities",Activities of head offices; management consultancy activities,Activities of head offices,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_69_691,"Professional, scientific and technical activities",Legal and accounting activities,Legal activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_70_702,"Professional, scientific and technical activities",Activities of head offices; management consultancy activities,Management consultancy activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_74_749,"Professional, scientific and technical activities","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_73_731,"Professional, scientific and technical activities",Advertising and market research,Advertising,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_73_732,"Professional, scientific and technical activities",Advertising and market research,Market research and public opinion polling,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_74_742,"Professional, scientific and technical activities","Other professional, scientific and technical activities",Photographic activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,M_72_721,"Professional, scientific and technical activities",Scientific research and development,Research and experimental development on natural sciences and engineering,,Group,L,ND,L,ND,L,VL,ND,L,ND,M,L,M,L
,M_72_722,"Professional, scientific and technical activities",Scientific research and development,Research and experimental development on social sciences and humanities,,Group,L,ND,L,ND,L,N/A,N/A,L,ND,M,L,M,N/A
,M_74_741,"Professional, scientific and technical activities","Other professional, scientific and technical activities",Specialized design activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,ND,VL,M,L,N/A
,M_71_712,"Professional, scientific and technical activities",Architectural and engineering activities; technical testing and analysis,Technical testing and analysis,,Group,VL,ND,VL,ND,VL,N/A,N/A,VL,VL,VL,M,L,N/A
,C_19_191,"Professional, scientific and technical activities",Manufacture of coke and refined petroleum products,Manufacture of coke oven products,,Group,H,N/A,H,N/A,H,N/A,N/A,H,N/A,H,L,L,N/A
,M_75_750,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,N_79_799,Administrative and support service activities,"Travel agency, tour operator, reservation service and related activities",Other reservation service and related activities,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,L,M,L,N/A
,N_79_791_7911,Administrative and support service activities,"Travel agency, tour operator, reservation service and related activities",Travel agency and tour operator activities,Travel agency activities,Class,VL,N/A,M,N/A,L,N/A,N/A,VL,N/A,L,L,L,N/A
,N_77_771,Administrative and support service activities,Rental and leasing activities,Renting and leasing of motor vehicles,,Group,L,N/A,VL,N/A,N/A,N/A,N/A,L,L,VL,L,L,L
,N_77_773,Administrative and support service activities,Rental and leasing activities,"Renting and leasing of other machinery, equipment and tangible goods",,Group,L,L,VL,L,N/A,N/A,N/A,L,L,VL,L,L,L
,N_81_811,Administrative and support service activities,Services to buildings and landscape activities,Combined facilities support activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,VL,VL,M,L,N/A
,N_81_812,Administrative and support service activities,Services to buildings and landscape activities,Cleaning activities,,Group,N/A,N/A,VL,N/A,VL,N/A,N/A,L,M,VL,M,L,N/A
,N_81_813,Administrative and support service activities,Services to buildings and landscape activities,Landscape care and maintenance service activities,,Group,N/A,N/A,VL,N/A,VL,VL,L,M,H,VL,M,L,M
,N_79_791_7912,Administrative and support service activities,"Travel agency, tour operator, reservation service and related activities",Travel agency and tour operator activities,Tour operator activities,Class,M,VL,M,M,L,N/A,N/A,VL,N/A,L,L,L,M
,N_82_822,Administrative and support service activities,"Office administrative, office support and other business support activities",Activities of call centres,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_82_829,Administrative and support service activities,"Office administrative, office support and other business support activities",Business support service activities n.e.c.,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_78_781,Administrative and support service activities,Employment activities,Activities of employment placement agencies,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_82_821,Administrative and support service activities,"Office administrative, office support and other business support activities",Office administrative and support activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_80_803,Administrative and support service activities,Security and investigation activities,Investigation activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_77_774,Administrative and support service activities,Rental and leasing activities,"Leasing of intellectual property and similar products, except copyrighted works",,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_82_823,Administrative and support service activities,"Office administrative, office support and other business support activities",Organization of conventions and trade shows,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_78_783,Administrative and support service activities,Employment activities,Other human resources provision,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_80_801,Administrative and support service activities,Security and investigation activities,Private security activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_77_772,Administrative and support service activities,Rental and leasing activities,Renting and leasing of personal and household goods,,Group,L,L,VL,L,VL,N/A,N/A,L,N/A,VL,L,L,N/A
,N_78_782,Administrative and support service activities,Employment activities,Temporary employment agency activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,N_80_802,Administrative and support service activities,Security and investigation activities,Security systems service activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,M,L,N/A
,O_84_842,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,Provision of services to the community as a whole,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,M,M,M,N/A
,O_84_841,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,Administration of the State and the economic and social policy of the community,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,M,M,M,N/A
,O_84_843,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,Compulsory social security activities,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,M,M,M,N/A
,P_85_854,Education,Education,Other education,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,L,M,L,L,N/A
,P_85_855,Education,Education,Educational support activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,L,L,VL,M,L,N/A
,P_85_852,Education,Education,Secondary education,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,L,M,L,L,N/A
,P_85_853,Education,Education,Higher education,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,L,M,L,L,N/A
,P_85_851,Education,Education,Pre-primary and primary education,,Group,L,N/A,L,N/A,VL,N/A,N/A,L,L,M,L,L,N/A
,Q_86_862,Human health and social work activities,Human health activities,Medical and dental practice activities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,L
,Q_86_869,Human health and social work activities,Human health activities,Other human health activities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,L
,Q_87_879,Human health and social work activities,Residential care activities,Other residential care activities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,L
,Q_86_861,Human health and social work activities,Human health activities,Hospital activities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,L
,Q_87_872,Human health and social work activities,Residential care activities,"Residential care activities for mental retardation, mental health and substance abuse",,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,Q_87_873,Human health and social work activities,Residential care activities,Residential care activities for the elderly and disabled,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,Q_87_871,Human health and social work activities,Residential care activities,Residential nursing care facilities,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,Q_88_881,Human health and social work activities,Social work activities without accommodation,Social work activities without accommodation for the elderly and disabled,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,Q_88_889,Human health and social work activities,Social work activities without accommodation,Other social work activities without accommodation,,Group,L,N/A,VL,N/A,L,N/A,N/A,L,ND,M,L,L,N/A
,R_93_931,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities,Sports activities,,Group,M,L,L,L,VL,VL,N/A,L,N/A,L,M,L,N/A
,R_93_932,"Arts, entertainment and recreation",Sports activities and amusement and recreation activities,Other amusement and recreation activities,,Group,M,VL,VL,M,VL,VL,N/A,VL,ND,L,M,L,VL
,R_91_910,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities","Libraries, archives, museums and other cultural activities",,Group,VL,VL,VL,VL,VL,N/A,ND,VL,VL,L,M,L,VL
,R_90_900,"Arts, entertainment and recreation","Creative, arts and entertainment activities","Creative, arts and entertainment activities",,Group,M,VL,VL,VL,VL,N/A,N/A,VL,VL,L,M,L,N/A
,R_92_920,"Arts, entertainment and recreation",Gambling and betting activities,Gambling and betting activities,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,ND,L,M,L,N/A
,S_94_941,Other service activities,Activities of membership organizations,"Activities of business, employers and professional membership organizations",,Group,VL,N/A,L,N/A,L,N/A,N/A,N/A,N/A,L,M,M,N/A
,S_94_949,Other service activities,Activities of membership organizations,Activities of other membership organizations,,Group,VL,N/A,L,N/A,L,N/A,N/A,N/A,N/A,L,M,M,VL
,S_94_942,Other service activities,Activities of membership organizations,Activities of trade unions,,Group,VL,N/A,L,N/A,L,N/A,N/A,N/A,N/A,L,M,M,N/A
,S_95_951,Other service activities,Repair of computers and personal and household goods,Repair of computers and communication equipment,,Group,L,N/A,L,N/A,L,N/A,N/A,L,N/A,L,ND,M,N/A
,S_95_952,Other service activities,Repair of computers and personal and household goods,Repair of personal and household goods,,Group,L,N/A,M,N/A,M,N/A,N/A,L,N/A,L,ND,M,N/A
,S_96_960,Other service activities,Other personal service activities,Other personal service activities,,Group,L,N/A,L,N/A,L,N/A,N/A,ND,N/A,L,M,L,N/A
,T_97_970,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of households as employers of domestic personnel,Activities of households as employers of domestic personnel,,Group,ND,ND,ND,N/A,VL,ND,ND,VL,N/A,L,L,M,N/A
,T_98_981,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Undifferentiated goods- and services-producing activities of private households for own use,Undifferentiated goods-producing activities of private households for own use,,Group,M,M,VL,N/A,VL,VL,M,M,M,L,L,M,M
,T_98_982,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Undifferentiated goods- and services-producing activities of private households for own use,Undifferentiated service-producing activities of private households for own use,,Group,M,ND,VL,N/A,VL,VL,ND,M,N/A,L,L,M,N/A
,U_99_990,Activities of extraterritorial organizations and bodies,Activities of extraterritorial organizations and bodies,Activities of extraterritorial organizations and bodies,,Group,VL,N/A,VL,N/A,VL,N/A,N/A,VL,N/A,VL,VL,VL,N/A
,D_35_351,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply","Electric power generation, transmission and distribution",Transmission and distribution of electricity,Class,L,L,VL,L,VL,N/A,N/A,L,N/A,L,M,VL,N/A
