C_13_139,Manufacturing,Manufacture of textiles,Manufacture of other textiles,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_17_170,Manufacturing,Manufacture of paper and paper products,Manufacture of paper and paper products,,Group,N/A,N/A,M,L,N/A,N/A,L,VL,VL,M,N/A,VL,M,N/A,VL,N/A,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_29_293,Manufacturing,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of parts and accessories for motor vehicles,,Group,N/A,N/A,L,M,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_21_210,Manufacturing,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",,Group,N/A,N/A,L,M,VH,N/A,L,N/A,VL,M,H,VL,H,N/A,N/A,N/A,L,N/A,M,H,N/A,N/A,N/A,VH,N/A
C_22_222,Manufacturing,Manufacture of rubber and plastics products,Manufacture of plastics products,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,ND,ND,ND,ND
C_10_108,Manufacturing,Manufacture of food products,Manufacture of prepared animal feeds,,Group,N/A,N/A,M,L,VH,N/A,L,VL,VL,M,N/A,VL,H,N/A,N/A,VL,L,N/A,M,H,N/A,N/A,N/A,N/A,N/A
C_16_162,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",,Group,N/A,N/A,M,L,N/A,N/A,L,VL,M,M,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_30_302,Manufacturing,Manufacture of other transport equipment,Manufacture of railway locomotives and rolling stock,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_19_192,Manufacturing,Manufacture of coke and refined petroleum products,Manufacture of refined petroleum products,,Group,N/A,N/A,L,M,H,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,N/A,N/A,N/A,N/A,N/A
C_22_221,Manufacturing,Manufacture of rubber and plastics products,Manufacture of rubber products,,Group,N/A,N/A,L,L,M,N/A,ND,N/A,VL,M,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,ND,ND,ND,ND,ND
C_28_282,Manufacturing,Manufacture of machinery and equipment n.e.c.,Manufacture of special-purpose machinery,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_32_323,Manufacturing,Other manufacturing,Manufacture of sports goods,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_25_251,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of structural metal products, tanks, reservoirs and steam generators",,Group,N/A,N/A,L,L,M,N/A,ND,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,N/A,N/A,N/A,N/A,N/A
C_12_120,Manufacturing,Manufacture of tobacco products,Manufacture of tobacco products,,Group,N/A,N/A,L,L,N/A,N/A,ND,VL,M,M,N/A,VL,H,N/A,VL,N/A,L,N/A,M,H,VL,N/A,N/A,N/A,N/A
C_30_309,Manufacturing,Manufacture of other transport equipment,Manufacture of transport equipment n.e.c.,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_25_252,Manufacturing,"Manufacture of fabricated metal products, except machinery and equipment",Manufacture of weapons and ammunition,,Group,N/A,N/A,M,M,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_14_141,Manufacturing,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_27_273,Manufacturing,Manufacture of electrical equipment,Manufacture of wiring and wiring devices,,Group,N/A,N/A,L,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,M,N/A,N/A,N/A,N/A
C_32_329,Manufacturing,Other manufacturing,Other manufacturing n.e.c.,,Group,N/A,N/A,ND,L,M,N/A,ND,ND,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,ND,ND,VH,ND
C_18_181,Manufacturing,Printing and reproduction of recorded media,Printing and service activities related to printing,,Group,N/A,N/A,ND,L,N/A,N/A,N/A,VL,N/A,M,N/A,VL,H,N/A,N/A,N/A,N/A,N/A,M,H,VL,N/A,N/A,N/A,N/A
C_33_331,Manufacturing,Repair and installation of machinery and equipment,"Repair of fabricated metal products, machinery and equipment",,Group,N/A,N/A,ND,L,N/A,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_18_182,Manufacturing,Printing and reproduction of recorded media,Reproduction of recorded media,,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,N/A,N/A,M,N/A,VL,M,N/A,N/A,N/A,N/A,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_16_161,Manufacturing,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Sawmilling and planing of wood,,Group,N/A,N/A,M,L,N/A,N/A,L,VL,M,M,N/A,VL,L,N/A,VL,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
C_13_131,Manufacturing,Manufacture of textiles,"Spinning, weaving and finishing of textiles",,Group,N/A,N/A,M,L,M,N/A,L,N/A,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VL,N/A,N/A,VH,N/A
C_15_151,Manufacturing,Manufacture of leather and related products,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",,Group,N/A,N/A,M,L,N/A,N/A,L,VL,M,M,N/A,VL,M,N/A,N/A,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
D_35_352,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Manufacture of gas; distribution of gaseous fuels through mains,,Group,N/A,N/A,L,L,M,N/A,N/A,N/A,VL,VL,N/A,VL,VL,N/A,VL,N/A,L,N/A,VL,VL,M,N/A,N/A,N/A,N/A
D_35_353,"Electricity, gas, steam and air conditioning supply","Electricity, gas, steam and air conditioning supply",Steam and air conditioning supply,,Group,N/A,N/A,L,VL,M,N/A,VL,N/A,VL,VL,N/A,VL,H,N/A,VL,N/A,L,N/A,VL,M,M,N/A,N/A,N/A,N/A
E_38_383,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Materials recovery,,Group,N/A,N/A,H,VL,N/A,N/A,VL,VL,M,VL,N/A,VL,M,N/A,VL,VL,ND,N/A,VL,L,M,N/A,N/A,N/A,N/A
E_39_390,"Water supply; sewerage, waste management and remediation activities",Remediation activities and other waste management services,Remediation activities and other waste management services,,Group,N/A,N/A,VH,N/A,M,ND,M,VL,VL,M,N/A,ND,M,N/A,VL,N/A,ND,N/A,M,M,M,N/A,N/A,N/A,N/A
E_37_370,"Water supply; sewerage, waste management and remediation activities",Sewerage,Sewerage,,Group,N/A,N/A,VH,VL,M,N/A,M,VL,VL,H,N/A,VL,L,N/A,VL,VL,ND,N/A,H,H,M,N/A,N/A,N/A,N/A
E_38_381,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Waste collection,,Group,N/A,N/A,ND,VL,N/A,N/A,N/A,N/A,M,M,N/A,VL,M,N/A,N/A,N/A,L,N/A,L,M,M,N/A,N/A,N/A,N/A
E_38_382,"Water supply; sewerage, waste management and remediation activities","Waste collection, treatment and disposal activities; materials recovery",Waste treatment and disposal,,Group,N/A,N/A,VH,VL,M,N/A,M,VL,VL,VL,N/A,VL,M,N/A,VL,VL,ND,N/A,L,M,M,N/A,N/A,N/A,N/A
E_36_360,"Water supply; sewerage, waste management and remediation activities","Water collection, treatment and supply","Water collection, treatment and supply",,Group,N/A,VL,VH,M,VH,N/A,N/A,VL,M,M,N/A,VL,M,N/A,VL,VL,L,N/A,L,M,VH,N/A,N/A,N/A,N/A
F_43_433,Construction,Specialized construction activities,Building completion and finishing,,Group,N/A,N/A,ND,M,M,N/A,N/A,ND,N/A,M,N/A,ND,L,N/A,VL,ND,ND,N/A,M,M,VL,N/A,N/A,N/A,N/A
F_41_410,Construction,Construction of buildings,Construction of buildings,,Group,VL,N/A,VL,H,M,N/A,L,ND,VL,M,N/A,M,M,N/A,VL,VL,L,N/A,M,M,VH,N/A,N/A,N/A,N/A
F_42_429,Construction,Civil engineering,Construction of other civil engineering projects,,Group,N/A,N/A,ND,H,M,N/A,L,ND,VL,H,N/A,M,M,N/A,VL,VL,L,N/A,H,M,VH,N/A,N/A,N/A,N/A
F_42_421,Construction,Civil engineering,Construction of roads and railways,,Group,N/A,N/A,ND,H,M,N/A,L,ND,VL,H,N/A,M,M,N/A,VL,VL,L,N/A,H,M,VH,N/A,N/A,N/A,N/A
F_42_422,Construction,Civil engineering,Construction of utility projects,,Group,N/A,N/A,ND,H,M,N/A,L,ND,VL,M,N/A,M,M,N/A,VL,VL,L,N/A,M,M,VH,N/A,N/A,N/A,N/A
F_43_431,Construction,Specialized construction activities,Demolition and site preparation,,Group,N/A,N/A,ND,M,M,N/A,L,ND,VL,L,N/A,M,L,N/A,VL,VL,L,N/A,L,L,VH,N/A,N/A,N/A,N/A
F_43_432,Construction,Specialized construction activities,"Electrical, plumbing and other construction installation activities",,Group,N/A,N/A,ND,M,M,N/A,N/A,ND,VL,M,N/A,VL,L,N/A,VL,VL,L,N/A,M,M,VH,N/A,N/A,N/A,N/A
F_43_439,Construction,Specialized construction activities,Other specialized construction activities,,Group,N/A,N/A,VL,M,M,N/A,VL,ND,VL,M,N/A,VL,M,N/A,VL,VL,L,N/A,M,M,VH,N/A,N/A,N/A,N/A
G_45_452,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,Maintenance and repair of motor vehicles,,Group,N/A,N/A,ND,M,N/A,N/A,N/A,VL,VL,L,N/A,VL,L,N/A,VL,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_46_469,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Non-specialized wholesale trade,,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,L,N/A,VL,M,N/A,VL,N/A,L,N/A,L,M,VL,N/A,N/A,N/A,N/A
G_46_466,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Other specialized wholesale,,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,L,N/A,VL,M,N/A,N/A,N/A,L,N/A,L,M,VL,N/A,N/A,N/A,N/A
G_47_471,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale in non-specialized stores,,Group,N/A,ND,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_473,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of automotive fuel in specialized stores,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,VL,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_476,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of cultural and recreation goods in specialized stores,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_472,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles","Retail sale of food, beverages and tobacco in specialized stores",,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,M,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_474,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of information and communications equipment in specialized stores,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_477,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of other goods in specialized stores,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_475,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of other household equipment in specialized stores,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,M,M,VL,N/A,N/A,N/A,N/A
G_47_478,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale via stalls and markets,,Group,ND,N/A,ND,M,ND,N/A,N/A,VL,VL,VH,N/A,VL,L,N/A,N/A,VL,L,N/A,H,H,N/A,VH,VH,N/A,N/A
G_47_479,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles","Retail trade not in stores, stalls or markets",,Group,N/A,N/A,ND,VL,ND,N/A,N/A,ND,L,VL,N/A,VL,L,N/A,N/A,N/A,L,N/A,VL,L,N/A,N/A,N/A,N/A,N/A
G_45_453,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,Sale of motor vehicle parts and accessories,,Group,N/A,N/A,N/A,M,ND,N/A,N/A,VL,N/A,L,N/A,VL,VL,N/A,N/A,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_45_451,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,Sale of motor vehicles,,Group,N/A,N/A,N/A,M,ND,N/A,N/A,VL,N/A,L,N/A,VL,VL,N/A,N/A,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_45_454,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Sale, maintenance and repair of motorcycles and related parts and accessories",,Group,N/A,N/A,N/A,M,ND,N/A,N/A,VL,VL,L,N/A,VL,VL,N/A,VL,VL,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_46_462,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of agricultural raw materials and live animals,,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,M,N/A,VL,M,N/A,N/A,N/A,L,N/A,L,M,VL,N/A,N/A,N/A,N/A
G_46_463,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of food, beverages and tobacco",,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,L,N/A,VL,M,N/A,N/A,N/A,L,N/A,L,M,VL,N/A,N/A,N/A,N/A
G_46_464,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of household goods,,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,L,N/A,VL,L,N/A,N/A,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_46_465,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of machinery, equipment and supplies",,Group,N/A,N/A,ND,L,ND,N/A,N/A,VL,N/A,L,N/A,VL,L,N/A,N/A,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
G_46_461,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale on a fee or contract basis,,Group,N/A,N/A,ND,L,ND,N/A,N/A,ND,N/A,L,N/A,VL,L,N/A,N/A,N/A,L,N/A,L,L,N/A,N/A,N/A,N/A,N/A
H_53_532,Transportation and storage,Postal and courier activities,Courier activities,,Group,ND,N/A,ND,VL,ND,N/A,N/A,ND,ND,VL,N/A,M,VL,N/A,N/A,N/A,L,N/A,L,VL,M,ND,ND,ND,ND
H_51_512,Transportation and storage,Air transport,Freight air transport,,Group,N/A,N/A,ND,L,ND,N/A,VL,VL,VL,VL,N/A,M,VL,N/A,VL,N/A,L,N/A,L,VL,VH,N/A,N/A,N/A,N/A
H_50_502,Transportation and storage,Water transport,Inland water transport,,Group,N/A,N/A,ND,M,M,N/A,VL,VL,VL,H,N/A,M,L,N/A,N/A,N/A,L,N/A,M,M,VH,VH,VH,N/A,ND
H_49_492,Transportation and storage,Land transport and transport via pipelines,Other land transport,,Group,M,N/A,ND,L,ND,N/A,VL,ND,VL,M,N/A,M,VL,N/A,VL,N/A,L,N/A,M,L,M,N/A,VH,N/A,N/A
H_51_511,Transportation and storage,Air transport,Passenger air transport,,Group,N/A,N/A,ND,L,ND,N/A,VL,VL,VL,VL,N/A,M,VL,N/A,VL,N/A,L,N/A,L,L,VH,N/A,VH,N/A,N/A
H_53_531,Transportation and storage,Postal and courier activities,Postal activities,,Group,ND,N/A,ND,VL,ND,N/A,N/A,ND,ND,VL,N/A,M,VL,N/A,N/A,N/A,L,N/A,L,VL,M,ND,ND,ND,ND
H_50_501,Transportation and storage,Water transport,Sea and coastal water transport,,Group,N/A,N/A,ND,L,M,N/A,VL,VL,VL,H,N/A,M,L,N/A,N/A,N/A,L,N/A,H,M,M,VH,VH,N/A,N/A
H_49_493,Transportation and storage,Land transport and transport via pipelines,Transport via pipeline,,Group,N/A,N/A,N/A,H,N/A,N/A,N/A,VL,M,M,N/A,VL,L,N/A,N/A,N/A,L,N/A,L,M,N/A,N/A,N/A,N/A,N/A
H_49_491,Transportation and storage,Land transport and transport via pipelines,Transport via railways,,Group,N/A,N/A,N/A,H,N/A,N/A,VL,VL,VL,M,N/A,M,VL,N/A,VL,N/A,L,N/A,M,L,M,N/A,VH,N/A,N/A
H_52_521,Transportation and storage,Warehousing and support activities for transportation,Warehousing and storage,,Group,N/A,N/A,ND,M,ND,N/A,N/A,VL,VL,VL,N/A,VL,VL,N/A,ND,N/A,L,N/A,L,VL,VL,ND,ND,ND,ND
I_56_563,Accommodation and food service activities,Food and beverage service activities,Beverage serving activities,,Group,N/A,N/A,ND,L,VH,N/A,ND,VL,VL,VL,ND,M,M,N/A,ND,ND,L,N/A,L,L,VL,VH,VH,ND,VH
I_55_552,Accommodation and food service activities,Accommodation,"Camping grounds, recreational vehicle parks and trailer parks",,Group,N/A,VL,M,H,VH,N/A,ND,L,H,H,N/A,H,L,N/A,M,M,L,N/A,H,M,VH,VH,VH,N/A,ND
I_56_562,Accommodation and food service activities,Food and beverage service activities,Event catering and other food service activities,,Group,N/A,N/A,ND,L,VH,N/A,ND,VL,VL,VL,ND,M,M,N/A,ND,ND,L,N/A,VL,L,VL,VH,VH,ND,VH
I_55_559,Accommodation and food service activities,Accommodation,Other accommodation,,Group,N/A,N/A,ND,L,VH,N/A,ND,VL,VL,VL,N/A,VL,L,N/A,M,M,L,N/A,L,L,VL,VH,VH,N/A,N/A
I_56_561,Accommodation and food service activities,Food and beverage service activities,Restaurants and mobile food service activities,,Group,N/A,N/A,ND,L,VH,N/A,ND,VL,VL,VL,ND,M,M,N/A,ND,ND,L,N/A,L,L,M,VH,VH,ND,VH
I_55_551,Accommodation and food service activities,Accommodation,Short term accommodation activities,,Group,N/A,N/A,M,L,VH,N/A,ND,VL,VL,VL,N/A,VL,L,N/A,M,M,L,N/A,L,L,VL,VH,VH,VH,VH
J_62_620,Information and communication,"Computer programming, consultancy and related activities","Computer programming, consultancy and related activities",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_63_631,Information and communication,Information service activities,"Data processing, hosting and related activities; web portals",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,VL,L,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_59_591,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities","Motion picture, video and television programme activities",,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,VH,VH,N/A
J_63_639,Information and communication,Information service activities,Other information service activities,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_61_619,Information and communication,Telecommunications,Other telecommunications activities,,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_58_581,Information and communication,Publishing activities,"Publishing of books, periodicals and other publishing activities",,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,VL,VL,VL,N/A,VL,L,N/A,N/A,N/A,L,N/A,VL,L,VL,N/A,VH,VH,N/A
J_60_601,Information and communication,Programming and broadcasting activities,Radio broadcasting,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,VH,N/A
J_61_613,Information and communication,Telecommunications,Satellite telecommunications activities,,Group,N/A,N/A,N/A,M,N/A,N/A,N/A,N/A,N/A,M,N/A,VL,VL,N/A,N/A,N/A,L,N/A,M,L,VL,N/A,N/A,N/A,N/A
J_58_582,Information and communication,Publishing activities,Software publishing,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_59_592,Information and communication,"Motion picture, video and television programme production, sound recording and music publishing activities",Sound recording and music publishing activities,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,L,N/A,VL,N/A,L,N/A,M,L,VL,N/A,N/A,N/A,N/A
J_60_602,Information and communication,Programming and broadcasting activities,Television programming and broadcasting activities,,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,VL,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,VL,N/A,N/A,N/A,N/A
J_61_611,Information and communication,Telecommunications,Wired telecommunications activities,,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,VL,N/A,M,N/A,VL,VL,N/A,N/A,N/A,L,N/A,M,L,VL,N/A,N/A,N/A,N/A
J_61_612,Information and communication,Telecommunications,Wireless telecommunications activities,,Group,N/A,N/A,N/A,L,N/A,N/A,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,L,N/A,L,L,VL,N/A,N/A,N/A,N/A
K_66_661,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,"Activities auxiliary to financial service activities, except insurance and pension funding",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_66_662,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,Activities auxiliary to insurance and pension funding,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_64_642,Financial and insurance activities,"Financial service activities, except insurance and pension funding",Activities of holding companies,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,ND,ND,ND,ND
K_66_663,Financial and insurance activities,Activities auxiliary to financial service and insurance activities,Fund management activities,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_65_651,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Insurance,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_64_641,Financial and insurance activities,"Financial service activities, except insurance and pension funding",Monetary intermediation,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_64_649,Financial and insurance activities,"Financial service activities, except insurance and pension funding","Other financial service activities, except insurance and pension funding activities",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_65_653,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Pension funding,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_65_652,Financial and insurance activities,"Insurance, reinsurance and pension funding, except compulsory social security",Reinsurance,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
K_64_643,Financial and insurance activities,"Financial service activities, except insurance and pension funding","Trusts, funds and similar financial entities",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,N/A,N/A,VL,N/A,VL,VL,N/A,N/A,N/A,L,N/A,VL,VL,N/A,N/A,N/A,N/A,N/A
L_68_682,Real estate activities,Real estate activities,Real estate activities on a fee or contract basis,,Group,N/A,N/A,N/A,M,N/A,N/A,N/A,N/A,VL,VL,N/A,VL,VL,N/A,VL,VL,L,N/A,L,VL,N/A,N/A,VH,N/A,N/A
L_68_681,Real estate activities,Real estate activities,Real estate activities with own or leased property,,Group,N/A,N/A,N/A,M,N/A,N/A,N/A,N/A,VL,VL,N/A,VL,VL,N/A,VL,VL,L,N/A,L,VL,N/A,N/A,VH,N/A,N/A
M_69_692,"Professional, scientific and technical activities",Legal and accounting activities,"Accounting, bookkeeping and auditing activities; tax consultancy",,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,ND,N/A,VL,N/A,VL,VL,N/A,VL,VL,L,N/A,L,VL,N/A,ND,ND,ND,ND
M_70_701,"Professional, scientific and technical activities",Activities of head offices; management consultancy activities,Activities of head offices,,Group,N/A,N/A,N/A,VL,N/A,N/A,N/A,ND,N/A,VL,N/A,VL,VL,N/A,VL,VL,L,N/A,L,VL,N/A,N/A,N/A,N/A,N/A
